shipment_id,order_id,shipping_partner,shipping_cost,dispatch_date,delivery_date
532,172,Delhivery,71,2023-11-23,2023-11-26
533,3409,Delhivery,136,2023-03-20,2023-03-30
534,2320,Delhivery,41,2023-07-20,2023-07-26
535,3207,DTDC,197,2024-01-27,2024-02-05
536,2123,Delhivery,68,2024-05-03,2024-05-06
537,1154,Delhivery,60,2024-09-20,2024-09-26
538,3242,BlueDart,85,2025-04-02,2025-04-10
539,2289,Ekart,68,2023-06-03,2023-06-07
540,2325,BlueDart,191,2024-01-26,2024-02-01
541,1350,Delhivery,150,2024-06-03,2024-06-11
542,1828,Delhivery,164,2023-05-30,2023-06-02
543,81,Ekart,104,2025-06-07,2025-06-11
544,3498,Ekart,123,2023-11-05,2023-11-13
545,148,BlueDart,61,2023-06-10,2023-06-16
546,3460,Ekart,107,2024-06-14,2024-06-18
547,2608,Ekart,159,2024-06-21,2024-06-23
548,1415,Delhivery,83,2024-09-24,2024-10-01
549,1206,BlueDart,147,2023-05-26,2023-06-01
550,882,BlueDart,98,2023-09-08,2023-09-15
551,473,Ekart,113,2024-11-06,2024-11-15
552,2062,Delhivery,89,2024-03-29,2024-04-07
553,630,Delhivery,142,2023-01-03,2023-01-07
554,370,BlueDart,43,2024-12-07,2024-12-12
555,963,DTDC,155,2023-04-19,2023-04-29
556,1743,Ekart,118,2025-05-01,2025-05-10
557,2122,DTDC,181,2023-06-21,2023-06-25
558,45,Delhivery,51,2024-05-25,2024-05-30
559,3417,BlueDart,48,2023-11-03,2023-11-11
560,2859,DTDC,140,2024-08-15,2024-08-23
561,1840,BlueDart,185,2025-02-14,2025-02-22
562,1550,DTDC,119,2023-02-02,2023-02-06
563,3459,Delhivery,105,2024-09-16,2024-09-19
564,3245,Delhivery,146,2025-01-01,2025-01-10
565,1220,Ekart,122,2025-04-21,2025-04-28
566,2614,Ekart,144,2024-05-29,2024-06-04
567,1410,Delhivery,102,2024-04-24,2024-05-03
568,2818,Delhivery,128,2025-04-14,2025-04-23
569,810,DTDC,168,2023-09-18,2023-09-22
570,3058,BlueDart,173,2024-08-18,2024-08-23
571,3478,BlueDart,84,2024-04-20,2024-04-25
572,3301,DTDC,122,2024-04-24,2024-05-02
573,1053,Ekart,72,2025-02-13,2025-02-23
574,2047,Ekart,149,2025-05-31,2025-06-06
575,2821,Ekart,55,2023-11-09,2023-11-16
576,775,Delhivery,79,2025-01-17,2025-01-19
577,2635,BlueDart,138,2023-04-13,2023-04-19
578,1703,Ekart,91,2023-12-01,2023-12-07
579,2270,BlueDart,74,2024-07-20,2024-07-24
580,1020,BlueDart,95,2023-11-09,2023-11-16
581,1430,BlueDart,73,2024-02-01,2024-02-09
582,3172,DTDC,133,2025-02-18,2025-02-28
583,3156,Ekart,194,2024-05-10,2024-05-17
584,2599,BlueDart,197,2023-06-02,2023-06-04
585,2242,BlueDart,99,2023-01-01,2023-01-04
586,3316,DTDC,58,2024-10-12,2024-10-21
587,3246,Ekart,156,2024-09-18,2024-09-21
588,1974,Ekart,62,2023-01-09,2023-01-12
589,472,Delhivery,137,2023-03-22,2023-03-29
590,3432,Delhivery,130,2023-06-07,2023-06-12
591,997,BlueDart,180,2024-09-16,2024-09-22
592,301,DTDC,143,2023-04-26,2023-05-03
593,1384,DTDC,91,2023-02-09,2023-02-12
594,2459,Delhivery,134,2024-04-04,2024-04-11
595,1799,Delhivery,134,2025-04-19,2025-04-23
596,264,Delhivery,55,2023-02-09,2023-02-19
597,125,Ekart,96,2024-10-21,2024-10-27
598,62,DTDC,164,2023-02-06,2023-02-10
599,923,DTDC,125,2023-05-22,2023-05-24
600,1627,BlueDart,154,2024-08-02,2024-08-08
601,2635,Delhivery,174,2024-02-27,2024-03-03
602,710,BlueDart,140,2024-01-27,2024-02-01
603,3318,BlueDart,65,2024-03-31,2024-04-08
604,360,Delhivery,55,2023-11-13,2023-11-18
605,1880,DTDC,60,2023-12-14,2023-12-19
606,1132,BlueDart,150,2023-04-22,2023-04-28
607,2955,BlueDart,47,2023-10-26,2023-10-30
608,3253,DTDC,68,2024-01-21,2024-01-27
609,1153,BlueDart,169,2023-07-23,2023-08-02
610,3056,DTDC,116,2023-03-06,2023-03-14
611,2903,Ekart,119,2025-01-11,2025-01-15
612,210,Ekart,161,2023-12-31,2024-01-10
613,1064,Ekart,165,2023-09-10,2023-09-20
614,1377,DTDC,81,2023-05-17,2023-05-27
615,2670,DTDC,184,2023-11-09,2023-11-16
616,2277,BlueDart,87,2024-08-26,2024-09-05
617,3268,Ekart,115,2023-10-22,2023-10-29
618,109,BlueDart,71,2025-01-15,2025-01-21
619,88,Ekart,191,2023-01-10,2023-01-13
620,2504,Delhivery,161,2024-02-14,2024-02-17
621,1825,Ekart,135,2024-06-23,2024-06-30
622,856,Ekart,152,2024-08-02,2024-08-04
623,2882,DTDC,138,2024-09-26,2024-10-06
624,525,BlueDart,95,2025-01-31,2025-02-08
625,971,BlueDart,42,2024-08-03,2024-08-10
626,134,Ekart,129,2025-02-02,2025-02-06
627,801,BlueDart,134,2024-09-01,2024-09-08
628,1640,DTDC,164,2024-12-10,2024-12-15
629,2737,Delhivery,84,2025-02-03,2025-02-08
630,3348,Ekart,132,2024-01-03,2024-01-07
631,2175,Delhivery,71,2025-01-06,2025-01-15
632,905,Delhivery,153,2023-04-08,2023-04-11
633,1438,BlueDart,92,2023-05-05,2023-05-14
634,1495,DTDC,76,2024-07-24,2024-07-29
635,1205,Delhivery,126,2025-05-02,2025-05-06
636,355,Ekart,119,2023-12-14,2023-12-22
637,903,DTDC,57,2024-07-20,2024-07-29
638,1875,Ekart,195,2023-03-12,2023-03-17
639,884,Delhivery,54,2023-12-23,2024-01-02
640,1433,BlueDart,124,2025-03-13,2025-03-19
641,1775,BlueDart,196,2023-06-12,2023-06-21
642,1739,BlueDart,91,2025-03-15,2025-03-21
643,511,BlueDart,40,2024-03-16,2024-03-19
644,2639,DTDC,176,2024-09-05,2024-09-09
645,2709,Ekart,79,2025-01-09,2025-01-18
646,2731,DTDC,124,2024-12-12,2024-12-21
647,422,DTDC,152,2023-11-19,2023-11-24
648,3237,DTDC,130,2023-05-21,2023-05-23
649,148,DTDC,197,2025-04-26,2025-05-04
650,2429,Ekart,141,2023-04-17,2023-04-21
651,2122,Ekart,60,2023-12-04,2023-12-10
652,1722,BlueDart,65,2023-10-20,2023-10-25
653,3137,Ekart,137,2023-03-27,2023-03-30
654,3100,Ekart,119,2024-10-14,2024-10-24
655,117,BlueDart,65,2023-06-24,2023-07-02
656,2122,Delhivery,102,2023-02-12,2023-02-20
657,3073,BlueDart,99,2024-02-23,2024-02-28
658,2805,Ekart,83,2024-01-14,2024-01-17
659,593,DTDC,130,2024-08-31,2024-09-03
660,1635,Delhivery,152,2023-04-06,2023-04-11
661,3010,DTDC,60,2025-04-11,2025-04-16
662,2655,Ekart,122,2024-11-17,2024-11-23
663,1110,Delhivery,41,2023-11-12,2023-11-17
664,1902,Ekart,155,2024-10-23,2024-10-29
665,3024,Ekart,71,2024-05-15,2024-05-24
666,2656,Ekart,65,2023-10-28,2023-11-05
667,2054,DTDC,102,2023-08-04,2023-08-07
668,822,Ekart,96,2025-02-14,2025-02-18
669,3217,BlueDart,50,2023-09-06,2023-09-14
670,1362,DTDC,169,2024-04-12,2024-04-19
671,3333,Delhivery,156,2024-01-24,2024-02-01
672,240,Delhivery,156,2023-07-11,2023-07-18
673,2946,DTDC,51,2024-01-26,2024-02-03
674,1584,Delhivery,171,2024-08-12,2024-08-19
675,1479,DTDC,60,2024-12-29,2025-01-02
676,194,DTDC,135,2024-03-06,2024-03-16
677,1418,BlueDart,138,2025-05-30,2025-06-04
678,3127,Ekart,67,2023-09-18,2023-09-27
679,2657,Delhivery,86,2024-12-27,2025-01-02
680,2755,Ekart,90,2023-10-06,2023-10-08
681,2330,Ekart,171,2024-03-22,2024-04-01
682,3457,DTDC,52,2023-08-04,2023-08-11
683,30,BlueDart,41,2023-01-06,2023-01-09
684,2104,DTDC,95,2024-05-14,2024-05-17
685,2176,BlueDart,188,2024-07-18,2024-07-21
686,2587,DTDC,60,2024-10-18,2024-10-22
687,2320,BlueDart,183,2023-04-08,2023-04-18
688,3445,DTDC,194,2025-05-26,2025-05-29
689,527,Ekart,40,2023-04-09,2023-04-17
690,399,Delhivery,159,2025-05-18,2025-05-28
691,3019,DTDC,42,2024-01-06,2024-01-15
692,421,DTDC,152,2024-06-07,2024-06-09
693,2801,BlueDart,72,2025-05-12,2025-05-19
694,1686,Delhivery,125,2023-05-15,2023-05-21
695,528,BlueDart,83,2024-12-03,2024-12-13
696,2091,DTDC,126,2023-04-20,2023-04-28
697,3251,DTDC,165,2025-02-06,2025-02-09
698,823,Delhivery,197,2023-03-21,2023-03-26
699,3145,Ekart,185,2025-04-03,2025-04-12
700,1008,Ekart,75,2023-04-29,2023-05-04
701,2922,DTDC,86,2025-03-23,2025-04-01
702,3209,Ekart,197,2025-03-31,2025-04-07
703,1012,Ekart,56,2024-05-18,2024-05-26
704,381,BlueDart,122,2025-06-01,2025-06-11
705,1792,Ekart,68,2025-02-10,2025-02-18
706,1571,DTDC,83,2023-08-08,2023-08-11
707,1921,Ekart,176,2023-04-08,2023-04-15
708,2840,BlueDart,176,2023-07-18,2023-07-26
709,381,Ekart,71,2025-06-08,2025-06-13
710,960,Delhivery,88,2025-03-14,2025-03-21
711,827,Delhivery,161,2023-10-18,2023-10-26
712,1275,DTDC,123,2024-08-29,2024-09-06
713,1827,DTDC,120,2023-11-05,2023-11-11
714,1248,BlueDart,69,2024-12-26,2025-01-01
715,2111,BlueDart,197,2025-05-17,2025-05-26
716,2285,Delhivery,72,2024-11-06,2024-11-10
717,1352,DTDC,160,2023-11-30,2023-12-10
718,1145,Ekart,54,2025-04-21,2025-04-23
719,893,Ekart,56,2025-02-26,2025-03-01
720,852,Ekart,53,2023-11-14,2023-11-22
721,2235,Ekart,147,2024-12-22,2024-12-30
722,2539,BlueDart,179,2024-07-30,2024-08-07
723,2009,Ekart,162,2025-03-19,2025-03-25
724,2016,Ekart,62,2023-03-22,2023-03-27
725,678,BlueDart,107,2023-12-14,2023-12-19
726,3405,DTDC,134,2023-03-31,2023-04-02
727,3181,DTDC,147,2024-04-14,2024-04-18
728,3437,DTDC,80,2024-01-27,2024-02-03
729,2921,DTDC,167,2025-03-02,2025-03-04
730,2588,BlueDart,94,2023-02-20,2023-02-25
731,1540,DTDC,105,2024-03-27,2024-04-05
732,1276,Delhivery,183,2025-05-17,2025-05-20
733,1032,Delhivery,68,2023-07-27,2023-08-05
734,2129,Delhivery,95,2023-07-10,2023-07-12
735,2750,BlueDart,125,2023-10-09,2023-10-11
736,3020,BlueDart,162,2025-02-12,2025-02-22
737,3015,DTDC,90,2024-12-01,2024-12-04
738,2816,Delhivery,94,2025-01-17,2025-01-21
739,327,DTDC,141,2024-11-11,2024-11-13
740,1617,Ekart,64,2023-10-16,2023-10-24
741,3452,DTDC,170,2024-05-28,2024-06-03
742,3239,DTDC,174,2024-06-04,2024-06-13
743,2250,Ekart,168,2024-06-08,2024-06-14
744,2563,Ekart,159,2024-12-22,2024-12-31
745,2870,Delhivery,65,2024-08-17,2024-08-26
746,1198,DTDC,194,2025-06-13,2025-06-16
747,3452,Delhivery,196,2023-10-28,2023-11-05
748,222,BlueDart,186,2024-01-20,2024-01-24
749,3290,Delhivery,177,2023-12-29,2024-01-01
750,2660,BlueDart,166,2025-05-26,2025-05-31
751,2747,DTDC,173,2024-06-13,2024-06-21
752,1744,Ekart,77,2024-07-09,2024-07-19
753,73,BlueDart,138,2023-01-22,2023-01-27
754,3319,BlueDart,52,2023-12-05,2023-12-07
755,1298,Delhivery,64,2023-05-24,2023-05-30
756,1117,Delhivery,153,2025-02-12,2025-02-16
757,1668,BlueDart,95,2024-01-18,2024-01-21
758,1382,Ekart,161,2023-07-02,2023-07-08
759,1791,DTDC,58,2023-02-24,2023-03-01
760,125,BlueDart,191,2024-07-06,2024-07-12
761,1958,Ekart,92,2023-02-25,2023-03-03
762,2137,DTDC,141,2024-03-10,2024-03-20
763,287,DTDC,165,2023-05-27,2023-06-05
764,1544,BlueDart,125,2023-06-05,2023-06-08
765,1229,DTDC,57,2024-10-08,2024-10-15
766,1150,Delhivery,128,2025-01-08,2025-01-13
767,3036,BlueDart,117,2023-07-22,2023-08-01
768,2288,BlueDart,56,2025-04-22,2025-04-29
769,731,Delhivery,173,2025-06-10,2025-06-12
770,3138,Ekart,52,2023-12-06,2023-12-08
771,3190,Ekart,66,2023-01-31,2023-02-04
772,2775,BlueDart,143,2024-04-06,2024-04-08
773,2935,BlueDart,165,2023-09-15,2023-09-19
774,2961,Delhivery,92,2023-09-12,2023-09-17
775,1225,Ekart,56,2025-04-16,2025-04-20
776,1198,Delhivery,171,2024-10-03,2024-10-12
777,2345,BlueDart,59,2024-05-08,2024-05-16
778,3112,Ekart,76,2024-05-06,2024-05-15
779,2629,Delhivery,48,2024-09-16,2024-09-20
780,3341,BlueDart,166,2023-04-17,2023-04-26
781,1096,Delhivery,127,2024-07-08,2024-07-12
782,356,Delhivery,165,2024-05-06,2024-05-13
783,2802,BlueDart,60,2024-08-04,2024-08-12
784,922,Delhivery,110,2023-05-28,2023-06-03
785,2404,DTDC,121,2024-02-03,2024-02-06
786,378,DTDC,83,2024-09-16,2024-09-24
787,1972,Ekart,163,2023-04-05,2023-04-11
788,212,DTDC,169,2024-03-10,2024-03-17
789,1786,DTDC,170,2023-06-16,2023-06-21
790,1524,DTDC,64,2024-12-14,2024-12-23
791,2770,BlueDart,56,2024-04-19,2024-04-22
792,2357,Delhivery,166,2024-08-27,2024-09-01
793,1556,Delhivery,165,2025-01-08,2025-01-17
794,2609,BlueDart,83,2023-01-12,2023-01-14
795,2649,BlueDart,110,2024-03-25,2024-04-02
796,1254,DTDC,169,2023-12-11,2023-12-15
797,3473,Delhivery,42,2023-10-25,2023-10-30
798,899,DTDC,168,2024-09-12,2024-09-22
799,2610,DTDC,113,2025-02-11,2025-02-13
800,1736,Delhivery,178,2023-12-15,2023-12-21
801,1699,DTDC,109,2024-07-09,2024-07-15
802,2467,BlueDart,41,2024-12-28,2025-01-02
803,859,BlueDart,136,2025-01-09,2025-01-13
804,2265,DTDC,46,2025-05-29,2025-06-06
805,2655,DTDC,133,2024-12-02,2024-12-07
806,1525,Ekart,113,2025-01-25,2025-02-03
807,1343,Ekart,94,2024-05-10,2024-05-18
808,18,Ekart,147,2024-08-16,2024-08-20
809,1180,Delhivery,96,2023-07-30,2023-08-01
810,529,Ekart,157,2023-06-03,2023-06-07
811,1519,Delhivery,75,2023-01-20,2023-01-26
812,671,Ekart,101,2024-03-07,2024-03-15
813,2836,Delhivery,186,2025-03-27,2025-04-03
814,1152,Ekart,153,2025-05-08,2025-05-15
815,952,BlueDart,148,2023-04-11,2023-04-17
816,1729,Ekart,165,2023-07-01,2023-07-05
817,1796,BlueDart,182,2024-03-14,2024-03-16
818,624,Delhivery,163,2025-04-04,2025-04-14
819,288,BlueDart,105,2023-03-04,2023-03-06
820,1295,DTDC,109,2024-06-22,2024-07-02
821,464,BlueDart,193,2024-10-06,2024-10-15
822,2470,DTDC,194,2025-05-08,2025-05-16
823,1002,BlueDart,102,2024-11-04,2024-11-09
824,2071,DTDC,149,2023-07-20,2023-07-25
825,2269,DTDC,173,2024-06-08,2024-06-13
826,2380,BlueDart,128,2025-03-20,2025-03-30
827,2101,BlueDart,182,2023-05-06,2023-05-15
828,2949,Delhivery,136,2024-03-20,2024-03-30
829,1428,BlueDart,125,2023-07-04,2023-07-08
830,153,DTDC,179,2024-05-17,2024-05-22
831,2010,BlueDart,69,2023-08-27,2023-09-03
832,2375,Delhivery,136,2024-09-10,2024-09-20
833,2116,Delhivery,90,2023-09-19,2023-09-27
834,855,Ekart,54,2023-10-24,2023-10-28
835,2217,BlueDart,79,2024-02-09,2024-02-18
836,1673,BlueDart,176,2024-11-09,2024-11-17
837,362,DTDC,152,2023-02-27,2023-03-08
838,1872,DTDC,153,2025-01-28,2025-02-06
839,2748,DTDC,59,2024-12-30,2025-01-04
840,2183,Ekart,187,2023-03-11,2023-03-13
841,1794,BlueDart,95,2023-09-29,2023-10-07
842,136,DTDC,111,2024-01-06,2024-01-11
843,176,BlueDart,105,2024-11-15,2024-11-23
844,575,Delhivery,100,2024-02-02,2024-02-05
845,990,DTDC,167,2023-06-05,2023-06-11
846,770,Delhivery,175,2024-02-03,2024-02-10
847,2198,DTDC,140,2023-10-08,2023-10-11
848,333,Ekart,45,2023-08-05,2023-08-09
849,1640,DTDC,86,2023-09-01,2023-09-08
850,1084,BlueDart,193,2024-04-23,2024-05-01
851,2256,BlueDart,141,2023-12-23,2024-01-01
852,2706,Ekart,48,2024-12-17,2024-12-27
853,47,Ekart,98,2024-04-21,2024-04-25
854,2082,Delhivery,46,2024-10-25,2024-11-01
855,2372,DTDC,151,2024-09-28,2024-10-08
856,2813,Ekart,120,2024-12-17,2024-12-21
857,2827,Delhivery,108,2023-01-17,2023-01-24
858,2525,DTDC,97,2023-01-30,2023-02-05
859,1413,Ekart,109,2025-01-08,2025-01-17
860,925,Ekart,100,2025-05-06,2025-05-12
861,1564,DTDC,65,2025-05-11,2025-05-17
862,2932,DTDC,186,2023-03-04,2023-03-13
863,2479,DTDC,76,2024-10-13,2024-10-22
864,613,DTDC,118,2023-06-14,2023-06-18
865,1552,Ekart,101,2025-01-17,2025-01-20
866,971,BlueDart,167,2023-02-04,2023-02-06
867,46,Ekart,55,2023-05-20,2023-05-29
868,3469,DTDC,151,2024-05-02,2024-05-10
869,2842,Delhivery,121,2024-07-30,2024-08-04
870,444,BlueDart,181,2023-09-16,2023-09-23
871,1546,Delhivery,151,2024-10-26,2024-10-28
872,2113,BlueDart,49,2025-06-12,2025-06-15
873,2040,Delhivery,46,2023-12-17,2023-12-19
874,1649,Ekart,133,2024-09-18,2024-09-21
875,2170,BlueDart,76,2023-12-21,2023-12-26
876,1059,Ekart,151,2023-09-20,2023-09-27
877,1388,BlueDart,72,2023-07-07,2023-07-12
878,393,Ekart,111,2023-11-07,2023-11-17
879,3141,Ekart,61,2023-03-27,2023-04-01
880,1832,BlueDart,53,2024-02-16,2024-02-21
881,977,Ekart,151,2024-07-18,2024-07-21
882,2392,DTDC,43,2023-12-01,2023-12-03
883,1431,Ekart,56,2025-01-25,2025-02-02
884,54,BlueDart,145,2025-05-09,2025-05-17
885,459,BlueDart,172,2024-10-28,2024-10-31
886,3489,Delhivery,168,2024-05-11,2024-05-17
887,2655,DTDC,88,2023-04-26,2023-04-29
888,102,BlueDart,175,2024-12-04,2024-12-12
889,596,Ekart,73,2023-03-12,2023-03-18
890,2234,DTDC,74,2024-03-27,2024-04-06
891,2070,Delhivery,87,2024-08-13,2024-08-18
892,2264,Ekart,76,2023-10-21,2023-10-23
893,307,Delhivery,122,2024-05-29,2024-06-05
894,1571,BlueDart,67,2025-06-04,2025-06-06
895,2339,DTDC,53,2023-04-09,2023-04-13
896,1076,Ekart,175,2024-12-19,2024-12-29
897,2324,Ekart,196,2024-03-07,2024-03-14
898,2260,Ekart,109,2023-03-11,2023-03-21
899,64,DTDC,130,2024-08-31,2024-09-05
900,1261,BlueDart,167,2024-04-15,2024-04-18
901,2628,Ekart,104,2025-05-14,2025-05-16
902,2091,DTDC,49,2024-04-13,2024-04-19
903,1378,BlueDart,97,2024-02-13,2024-02-21
904,113,Ekart,140,2025-05-28,2025-05-30
905,28,Ekart,200,2024-08-21,2024-08-27
906,1603,Ekart,42,2025-06-11,2025-06-14
907,399,Ekart,53,2023-05-22,2023-05-27
908,1709,DTDC,150,2024-02-09,2024-02-16
909,3426,Delhivery,129,2023-02-26,2023-03-05
910,2530,Ekart,135,2023-01-22,2023-02-01
911,2852,Ekart,164,2024-04-13,2024-04-21
912,2203,DTDC,186,2024-08-11,2024-08-16
913,2866,Ekart,164,2023-09-12,2023-09-15
914,1092,BlueDart,185,2023-08-20,2023-08-29
915,3455,BlueDart,123,2024-08-30,2024-09-01
916,625,Delhivery,191,2023-03-26,2023-04-03
917,511,DTDC,148,2023-01-28,2023-02-01
918,3202,Delhivery,118,2023-10-06,2023-10-15
919,768,BlueDart,60,2023-09-15,2023-09-20
920,413,BlueDart,151,2023-03-18,2023-03-20
921,2655,BlueDart,164,2024-03-02,2024-03-06
922,1844,Delhivery,96,2023-07-16,2023-07-26
923,3232,BlueDart,65,2023-09-13,2023-09-15
924,1078,BlueDart,165,2024-01-14,2024-01-18
925,2188,BlueDart,119,2025-02-25,2025-02-27
926,1581,BlueDart,171,2023-08-11,2023-08-16
927,1815,Ekart,146,2023-09-28,2023-10-02
928,1311,DTDC,145,2024-02-18,2024-02-28
929,3115,Ekart,181,2024-06-28,2024-06-30
930,167,Ekart,182,2023-02-02,2023-02-04
931,2359,BlueDart,179,2024-11-04,2024-11-11
932,475,Ekart,53,2023-12-02,2023-12-11
933,380,Ekart,96,2025-05-23,2025-05-30
934,2805,DTDC,178,2024-07-10,2024-07-17
935,437,DTDC,156,2024-07-27,2024-07-29
936,2544,Delhivery,112,2024-12-30,2025-01-05
937,2173,Ekart,69,2024-06-16,2024-06-19
938,1209,DTDC,63,2023-10-05,2023-10-13
939,2444,Ekart,68,2024-11-04,2024-11-11
940,1861,Delhivery,144,2023-04-06,2023-04-08
941,1489,DTDC,140,2024-02-29,2024-03-04
942,1754,Ekart,114,2024-07-03,2024-07-13
943,3211,BlueDart,142,2023-11-18,2023-11-25
944,901,DTDC,150,2024-05-24,2024-06-02
945,1477,Delhivery,83,2024-09-10,2024-09-17
946,2715,Ekart,73,2023-08-23,2023-08-29
947,955,Delhivery,149,2025-04-01,2025-04-11
948,742,DTDC,108,2023-07-08,2023-07-16
949,2091,Delhivery,174,2025-05-16,2025-05-22
950,2655,Ekart,138,2024-02-06,2024-02-09
951,657,BlueDart,143,2024-07-15,2024-07-25
952,893,Delhivery,135,2024-12-30,2025-01-06
953,3080,Delhivery,132,2023-07-31,2023-08-05
954,337,Delhivery,90,2024-10-07,2024-10-12
955,1416,Delhivery,153,2024-03-17,2024-03-20
956,20,Ekart,161,2023-06-17,2023-06-26
957,769,DTDC,187,2023-11-01,2023-11-07
958,3231,BlueDart,84,2023-07-16,2023-07-25
959,929,DTDC,137,2025-02-27,2025-03-02
960,312,BlueDart,83,2024-09-16,2024-09-24
961,1419,Ekart,173,2024-06-18,2024-06-28
962,3334,Delhivery,95,2023-10-07,2023-10-12
963,2600,DTDC,117,2024-12-23,2024-12-30
964,62,Ekart,154,2024-06-24,2024-07-03
965,1122,BlueDart,196,2023-01-29,2023-02-07
966,1953,Delhivery,164,2023-06-05,2023-06-13
967,1423,DTDC,164,2024-02-22,2024-02-29
968,2416,DTDC,71,2024-08-08,2024-08-10
969,2076,Ekart,78,2023-09-06,2023-09-12
970,1347,Delhivery,192,2023-05-08,2023-05-11
971,1296,Ekart,59,2023-09-24,2023-10-01
972,2397,Ekart,66,2024-11-09,2024-11-13
973,1512,DTDC,100,2023-05-13,2023-05-23
974,1275,Delhivery,57,2024-07-14,2024-07-20
975,1745,DTDC,52,2025-05-15,2025-05-18
976,3408,Ekart,195,2024-10-27,2024-11-04
977,481,Ekart,94,2023-11-08,2023-11-14
978,1006,BlueDart,45,2024-05-19,2024-05-26
979,395,DTDC,196,2025-04-18,2025-04-25
980,392,Delhivery,137,2023-10-10,2023-10-18
981,2806,Ekart,161,2023-11-02,2023-11-05
982,934,DTDC,172,2023-07-12,2023-07-21
983,1107,BlueDart,108,2023-01-08,2023-01-11
984,294,Delhivery,43,2024-10-06,2024-10-15
985,2534,Delhivery,186,2023-01-06,2023-01-15
986,1534,Ekart,128,2024-05-08,2024-05-11
987,417,Delhivery,111,2023-11-16,2023-11-23
988,2386,Ekart,176,2025-05-27,2025-06-03
989,3174,DTDC,94,2023-07-13,2023-07-23
990,1572,DTDC,84,2024-07-16,2024-07-18
991,2437,Delhivery,172,2024-02-08,2024-02-16
992,204,BlueDart,173,2024-07-01,2024-07-07
993,2125,Ekart,175,2023-03-12,2023-03-20
994,574,BlueDart,90,2025-05-28,2025-06-06
995,2672,DTDC,44,2023-01-24,2023-01-26
996,3227,Ekart,104,2023-11-16,2023-11-24
997,1395,Delhivery,41,2023-01-04,2023-01-09
998,1547,Ekart,131,2024-11-18,2024-11-20
999,2922,Delhivery,170,2025-01-11,2025-01-14
1000,343,DTDC,99,2025-05-08,2025-05-18
1001,865,BlueDart,166,2023-02-24,2023-02-26
1002,2614,BlueDart,75,2025-04-23,2025-05-01
1003,3309,BlueDart,92,2024-04-12,2024-04-16
1004,3204,DTDC,196,2024-05-23,2024-05-28
1005,1328,BlueDart,77,2023-03-02,2023-03-08
1006,2659,Ekart,189,2024-01-31,2024-02-02
1007,197,BlueDart,131,2023-09-24,2023-10-03
1008,864,BlueDart,147,2023-12-02,2023-12-06
1009,3104,Ekart,190,2025-04-24,2025-05-01
1010,844,BlueDart,184,2023-02-23,2023-03-02
1011,1918,Ekart,64,2023-07-14,2023-07-20
1012,798,DTDC,115,2024-11-24,2024-12-01
1013,595,DTDC,55,2024-03-06,2024-03-08
1014,2929,DTDC,80,2023-01-27,2023-02-06
1015,1914,Ekart,62,2023-09-19,2023-09-21
1016,1059,Delhivery,139,2024-11-01,2024-11-06
1017,1192,Delhivery,91,2023-04-04,2023-04-07
1018,1779,Ekart,52,2024-01-11,2024-01-19
1019,2626,Ekart,113,2025-02-18,2025-02-22
1020,3386,Delhivery,50,2023-06-27,2023-07-05
1021,1691,BlueDart,82,2023-05-11,2023-05-21
1022,776,BlueDart,132,2024-06-17,2024-06-23
1023,3486,Ekart,186,2024-04-18,2024-04-23
1024,1232,BlueDart,79,2024-01-12,2024-01-22
1025,1336,Ekart,164,2023-03-07,2023-03-16
1026,1320,DTDC,157,2023-06-30,2023-07-06
1027,1456,Ekart,66,2024-02-12,2024-02-19
1028,666,Ekart,151,2024-06-11,2024-06-21
1029,827,DTDC,165,2024-07-02,2024-07-07
1030,1671,DTDC,54,2024-03-09,2024-03-16
1031,861,Delhivery,82,2023-03-24,2023-03-26
1032,523,BlueDart,97,2024-10-04,2024-10-07
1033,2638,DTDC,131,2025-02-17,2025-02-27
1034,3220,BlueDart,58,2023-08-04,2023-08-10
1035,1235,BlueDart,125,2023-10-22,2023-11-01
1036,1182,DTDC,113,2024-11-23,2024-11-30
1037,2310,BlueDart,198,2024-06-02,2024-06-12
1038,1741,BlueDart,132,2024-06-16,2024-06-21
1039,618,BlueDart,49,2024-01-16,2024-01-22
1040,2553,Ekart,103,2025-05-27,2025-06-01
1041,3095,Delhivery,130,2023-12-14,2023-12-18
1042,259,Ekart,137,2024-05-16,2024-05-21
1043,1721,DTDC,176,2025-05-20,2025-05-22
1044,2965,Ekart,160,2024-08-10,2024-08-14
1045,418,Ekart,146,2024-01-02,2024-01-11
1046,432,Delhivery,59,2023-01-18,2023-01-28
1047,160,Delhivery,81,2025-03-31,2025-04-05
1048,736,BlueDart,189,2023-04-16,2023-04-20
1049,1386,BlueDart,64,2024-01-08,2024-01-11
1050,3331,BlueDart,74,2024-03-03,2024-03-13
1051,783,Ekart,106,2023-06-06,2023-06-16
1052,405,BlueDart,144,2023-09-26,2023-09-30
1053,3354,DTDC,72,2023-08-25,2023-08-29
1054,467,Ekart,91,2023-10-30,2023-11-05
1055,1945,Delhivery,108,2023-04-19,2023-04-26
1056,1319,DTDC,179,2023-05-08,2023-05-16
1057,1805,Delhivery,60,2024-05-20,2024-05-30
1058,2782,Delhivery,93,2023-05-08,2023-05-15
1059,732,Ekart,87,2024-03-08,2024-03-18
1060,802,BlueDart,126,2023-06-29,2023-07-07
1061,1456,DTDC,196,2025-03-23,2025-03-29
