order_item_id,order_id,product_id,quantity,selling_price,discount,final_price
1954,105,13,2,2885,168,2717
1955,2190,1,2,2461,130,2331
1956,642,14,2,1491,149,1342
1957,2931,10,1,4508,50,4458
1958,56,33,2,3027,72,2955
1959,2383,16,1,2574,104,2470
1960,1365,22,1,3610,141,3469
1961,919,3,3,2369,47,2322
1962,3282,6,1,1957,174,1783
1963,650,26,2,3616,50,3566
1964,2845,30,1,2674,80,2594
1965,2553,22,1,3610,72,3538
1966,2434,29,1,3317,67,3250
1967,525,4,1,2713,35,2678
1968,1996,16,2,2574,123,2451
1969,3245,5,2,2071,108,1963
1970,996,22,1,3610,149,3461
1971,1412,23,2,1578,94,1484
1972,151,29,1,3317,38,3279
1973,1927,3,2,2369,29,2340
1974,1713,17,1,3145,49,3096
1975,2309,20,2,2499,92,2407
1976,456,18,2,2740,100,2640
1977,2309,11,1,2784,141,2643
1978,382,16,3,2574,152,2422
1979,3000,10,2,4508,173,4335
1980,122,1,2,2461,83,2378
1981,424,29,3,3317,103,3214
1982,2217,10,1,4508,38,4470
1983,2590,16,3,2574,181,2393
1984,1213,2,2,871,98,773
1985,2847,19,2,2161,142,2019
1986,18,23,1,1578,171,1407
1987,1327,17,2,3145,94,3051
1988,210,22,3,3610,85,3525
1989,2891,9,2,3230,54,3176
1990,2047,22,2,3610,1,3609
1991,2208,32,2,3085,196,2889
1992,2647,20,1,2499,59,2440
1993,786,9,2,3230,104,3126
1994,3373,4,2,2713,173,2540
1995,2129,27,1,1051,7,1044
1996,3379,12,3,4484,189,4295
1997,1545,16,2,2574,144,2430
1998,72,10,2,4508,144,4364
1999,614,12,3,4484,47,4437
2000,1535,4,3,2713,113,2600
2001,1641,22,3,3610,5,3605
2002,2481,7,2,1535,197,1338
2003,1894,3,2,2369,164,2205
2004,1396,2,3,871,17,854
2005,229,7,1,1535,9,1526
2006,1036,14,3,1491,53,1438
2007,1873,20,3,2499,8,2491
2008,671,28,3,3375,121,3254
2009,2983,8,2,2864,46,2818
2010,794,5,3,2071,166,1905
2011,2410,16,3,2574,59,2515
2012,646,5,3,2071,152,1919
2013,601,25,3,3331,156,3175
2014,919,8,1,2864,86,2778
2015,654,2,2,871,21,850
2016,228,12,2,4484,10,4474
2017,956,9,1,3230,130,3100
2018,1146,30,2,2674,191,2483
2019,222,12,2,4484,199,4285
2020,2293,21,2,1910,158,1752
2021,2218,21,2,1910,188,1722
2022,2243,35,2,4634,42,4592
2023,793,10,1,4508,102,4406
2024,2705,10,1,4508,177,4331
2025,3042,34,3,2869,191,2678
2026,1727,2,1,871,42,829
2027,1704,4,2,2713,66,2647
2028,2375,27,2,1051,128,923
2029,1109,21,1,1910,189,1721
2030,3460,32,2,3085,3,3082
2031,2650,27,3,1051,4,1047
2032,638,28,2,3375,112,3263
2033,1482,17,2,3145,45,3100
2034,2254,30,1,2674,115,2559
2035,1923,30,3,2674,64,2610
2036,1069,32,3,3085,137,2948
2037,3320,1,2,2461,0,2461
2038,1961,18,2,2740,81,2659
2039,217,30,2,2674,198,2476
2040,2519,28,1,3375,36,3339
2041,1859,33,3,3027,155,2872
2042,636,10,3,4508,78,4430
2043,3259,26,3,3616,15,3601
2044,1643,9,3,3230,37,3193
2045,3097,5,3,2071,164,1907
2046,1793,25,2,3331,30,3301
2047,803,2,1,871,87,784
2048,2114,32,1,3085,165,2920
2049,1586,28,1,3375,85,3290
2050,44,26,3,3616,131,3485
2051,3438,13,1,2885,176,2709
2052,1934,26,2,3616,78,3538
2053,592,24,3,2514,16,2498
2054,782,30,3,2674,134,2540
2055,3121,8,1,2864,194,2670
2056,2805,17,1,3145,142,3003
2057,2754,24,1,2514,95,2419
2058,3244,18,1,2740,102,2638
2059,2474,2,1,871,147,724
2060,2790,6,3,1957,142,1815
2061,2140,17,3,3145,5,3140
2062,486,29,1,3317,179,3138
2063,2108,31,1,3246,177,3069
2064,1504,26,2,3616,26,3590
2065,1915,11,1,2784,122,2662
2066,1931,7,3,1535,14,1521
2067,927,19,1,2161,72,2089
2068,2372,15,2,3293,140,3153
2069,2446,24,3,2514,113,2401
2070,622,25,2,3331,179,3152
2071,2744,19,2,2161,21,2140
2072,376,4,2,2713,17,2696
2073,210,3,3,2369,0,2369
2074,2034,31,1,3246,27,3219
2075,724,24,1,2514,185,2329
2076,609,1,2,2461,12,2449
2077,2316,23,3,1578,73,1505
2078,3124,31,1,3246,175,3071
2079,2531,15,3,3293,174,3119
2080,49,12,1,4484,20,4464
2081,1493,12,3,4484,120,4364
2082,1888,31,2,3246,165,3081
2083,2455,22,3,3610,58,3552
2084,3066,28,2,3375,152,3223
2085,1043,29,3,3317,79,3238
2086,1572,11,2,2784,38,2746
2087,679,17,3,3145,166,2979
2088,1657,4,2,2713,21,2692
2089,3189,19,1,2161,89,2072
2090,162,14,2,1491,74,1417
2091,977,24,1,2514,48,2466
2092,942,30,3,2674,196,2478
2093,1620,29,2,3317,192,3125
2094,472,29,2,3317,136,3181
2095,1312,25,1,3331,135,3196
2096,363,22,2,3610,196,3414
2097,2693,30,2,2674,153,2521
2098,1222,3,2,2369,133,2236
2099,323,26,3,3616,130,3486
2100,2508,18,2,2740,150,2590
2101,867,3,3,2369,14,2355
2102,701,22,3,3610,102,3508
2103,2761,19,3,2161,11,2150
2104,1088,23,2,1578,65,1513
2105,2529,22,1,3610,144,3466
2106,1059,28,1,3375,46,3329
2107,596,24,1,2514,81,2433
2108,448,29,3,3317,151,3166
2109,2833,7,1,1535,23,1512
2110,1524,4,3,2713,132,2581
2111,1681,5,3,2071,64,2007
2112,2269,28,3,3375,156,3219
2113,3353,21,3,1910,56,1854
2114,1463,11,1,2784,62,2722
2115,2728,27,1,1051,128,923
2116,1860,14,1,1491,168,1323
2117,2840,13,3,2885,70,2815
2118,164,35,1,4634,194,4440
2119,1715,10,1,4508,168,4340
2120,2524,17,1,3145,88,3057
2121,36,32,3,3085,34,3051
2122,2240,22,2,3610,75,3535
2123,1984,11,3,2784,132,2652
2124,578,7,3,1535,156,1379
2125,2798,5,2,2071,120,1951
2126,2212,17,3,3145,186,2959
2127,1584,18,2,2740,78,2662
2128,2392,1,2,2461,44,2417
2129,1974,16,2,2574,26,2548
2130,3254,17,3,3145,121,3024
2131,1761,12,1,4484,67,4417
2132,2045,6,2,1957,46,1911
2133,3313,22,3,3610,12,3598
2134,2546,18,2,2740,36,2704
2135,3437,12,2,4484,114,4370
2136,2124,28,3,3375,128,3247
2137,2150,30,3,2674,138,2536
2138,1201,30,2,2674,84,2590
2139,1057,18,2,2740,131,2609
2140,966,29,2,3317,17,3300
2141,2501,18,1,2740,29,2711
2142,2835,9,3,3230,148,3082
2143,2832,14,2,1491,0,1491
2144,746,22,3,3610,111,3499
2145,263,30,2,2674,169,2505
2146,1021,14,2,1491,96,1395
2147,455,34,3,2869,6,2863
2148,1173,10,2,4508,135,4373
2149,993,19,2,2161,154,2007
2150,1432,28,3,3375,171,3204
2151,1476,27,1,1051,17,1034
2152,558,27,3,1051,102,949
2153,255,9,3,3230,61,3169
2154,1716,30,1,2674,168,2506
2155,2124,22,3,3610,64,3546
2156,419,2,2,871,59,812
2157,2895,25,1,3331,33,3298
2158,1227,9,2,3230,162,3068
2159,874,16,1,2574,13,2561
2160,3312,29,3,3317,45,3272
2161,1696,32,1,3085,137,2948
2162,1871,11,2,2784,76,2708
2163,257,23,2,1578,48,1530
2164,314,7,1,1535,160,1375
2165,59,14,3,1491,178,1313
2166,2284,32,3,3085,47,3038
2167,3269,32,3,3085,194,2891
2168,318,4,2,2713,106,2607
2169,1421,21,3,1910,76,1834
2170,1644,33,2,3027,131,2896
2171,1774,25,1,3331,90,3241
2172,328,21,3,1910,75,1835
2173,2575,34,1,2869,42,2827
2174,572,34,1,2869,86,2783
2175,2144,5,1,2071,169,1902
2176,2393,35,2,4634,110,4524
2177,1117,3,2,2369,157,2212
2178,2482,25,3,3331,182,3149
2179,2199,34,2,2869,44,2825
2180,3444,33,1,3027,177,2850
2181,148,35,2,4634,114,4520
2182,994,22,1,3610,11,3599
2183,3440,6,3,1957,56,1901
2184,2276,11,3,2784,138,2646
2185,3091,30,1,2674,187,2487
2186,653,11,1,2784,190,2594
2187,1564,2,1,871,110,761
2188,520,34,2,2869,75,2794
2189,2233,29,3,3317,123,3194
2190,2219,25,1,3331,109,3222
2191,590,22,1,3610,120,3490
2192,1552,34,2,2869,189,2680
2193,613,2,3,871,62,809
2194,1839,1,3,2461,123,2338
2195,328,15,2,3293,112,3181
2196,2728,1,2,2461,46,2415
2197,1090,35,1,4634,56,4578
2198,1509,23,3,1578,180,1398
2199,1742,31,1,3246,87,3159
2200,529,12,1,4484,166,4318
2201,2924,29,2,3317,164,3153
2202,1355,3,1,2369,65,2304
2203,1461,14,2,1491,135,1356
2204,516,31,1,3246,15,3231
2205,2606,30,1,2674,190,2484
2206,1411,9,1,3230,140,3090
2207,2905,29,1,3317,79,3238
2208,3127,11,2,2784,10,2774
2209,1384,10,2,4508,87,4421
2210,2473,19,2,2161,133,2028
2211,1877,15,3,3293,115,3178
2212,426,3,2,2369,26,2343
2213,2202,27,2,1051,142,909
2214,1726,5,2,2071,149,1922
2215,1886,19,2,2161,165,1996
2216,3447,15,3,3293,100,3193
2217,42,22,2,3610,155,3455
2218,2750,20,2,2499,131,2368
2219,1767,17,3,3145,171,2974
2220,849,32,3,3085,58,3027
2221,2555,12,3,4484,45,4439
2222,1161,5,3,2071,41,2030
2223,1443,35,3,4634,84,4550
2224,1793,35,2,4634,176,4458
2225,3478,2,1,871,168,703
2226,2775,28,1,3375,61,3314
2227,3442,17,2,3145,149,2996
2228,1125,18,1,2740,107,2633
2229,99,3,2,2369,105,2264
2230,349,21,1,1910,15,1895
2231,924,9,3,3230,12,3218
2232,119,16,3,2574,130,2444
2233,2067,8,1,2864,184,2680
2234,1540,32,1,3085,194,2891
2235,1015,10,3,4508,57,4451
2236,2559,23,2,1578,140,1438
2237,3175,4,2,2713,140,2573
2238,2760,5,1,2071,138,1933
2239,3354,2,1,871,93,778
2240,1148,14,1,1491,117,1374
2241,1878,13,2,2885,103,2782
2242,2687,2,1,871,162,709
2243,2096,29,2,3317,42,3275
2244,1561,30,1,2674,81,2593
2245,2704,24,3,2514,110,2404
2246,2382,24,2,2514,178,2336
2247,1396,19,2,2161,126,2035
2248,1520,22,3,3610,145,3465
2249,1328,24,1,2514,87,2427
2250,1585,16,3,2574,161,2413
2251,2587,9,3,3230,181,3049
2252,1231,6,2,1957,29,1928
2253,305,33,2,3027,73,2954
2254,658,15,3,3293,88,3205
2255,3495,21,1,1910,189,1721
2256,1857,24,1,2514,15,2499
2257,672,34,3,2869,128,2741
2258,1284,5,2,2071,166,1905
2259,2578,7,1,1535,156,1379
2260,3409,12,1,4484,76,4408
2261,2911,24,2,2514,75,2439
2262,246,19,2,2161,38,2123
2263,556,14,1,1491,170,1321
2264,3134,31,3,3246,98,3148
2265,106,17,2,3145,51,3094
2266,2241,33,3,3027,198,2829
2267,773,10,2,4508,14,4494
2268,706,24,3,2514,61,2453
2269,1166,6,1,1957,188,1769
2270,2877,19,1,2161,188,1973
2271,3166,12,3,4484,51,4433
2272,2638,28,1,3375,74,3301
2273,370,2,3,871,64,807
2274,3370,12,3,4484,22,4462
2275,3402,3,2,2369,183,2186
2276,2342,11,2,2784,122,2662
2277,251,21,3,1910,145,1765
2278,2490,2,2,871,122,749
2279,3279,17,1,3145,34,3111
2280,1239,16,1,2574,83,2491
2281,2268,27,1,1051,22,1029
2282,3277,6,1,1957,52,1905
2283,956,20,3,2499,186,2313
2284,1503,17,3,3145,181,2964
2285,878,31,1,3246,51,3195
2286,1892,28,3,3375,45,3330
2287,358,28,3,3375,106,3269
2288,1190,12,2,4484,61,4423
2289,478,9,1,3230,196,3034
2290,678,10,1,4508,197,4311
2291,835,6,3,1957,181,1776
2292,162,33,1,3027,57,2970
2293,1251,6,2,1957,151,1806
2294,2154,3,1,2369,158,2211
2295,2641,4,3,2713,139,2574
2296,2370,34,3,2869,17,2852
2297,1238,25,3,3331,105,3226
2298,480,24,1,2514,48,2466
2299,2418,7,3,1535,147,1388
2300,288,3,3,2369,39,2330
2301,1608,14,1,1491,82,1409
2302,621,14,1,1491,113,1378
2303,1634,15,2,3293,160,3133
2304,2915,32,1,3085,76,3009
2305,47,5,2,2071,21,2050
2306,2307,14,3,1491,140,1351
2307,2074,6,3,1957,29,1928
2308,1316,31,2,3246,9,3237
2309,2959,2,1,871,61,810
2310,3128,14,1,1491,5,1486
2311,2427,16,2,2574,67,2507
2312,2020,24,2,2514,7,2507
2313,1945,5,2,2071,132,1939
2314,3385,26,2,3616,14,3602
2315,3077,32,2,3085,88,2997
2316,2675,10,2,4508,181,4327
2317,309,30,1,2674,57,2617
2318,482,25,3,3331,53,3278
2319,2713,26,1,3616,50,3566
2320,2983,32,3,3085,128,2957
2321,3493,5,1,2071,166,1905
2322,2827,4,2,2713,197,2516
2323,3112,29,1,3317,48,3269
2324,1739,25,1,3331,15,3316
2325,56,26,2,3616,5,3611
2326,1151,23,3,1578,155,1423
2327,1627,26,3,3616,101,3515
2328,3137,16,3,2574,35,2539
2329,1890,16,1,2574,176,2398
2330,443,4,1,2713,126,2587
2331,3201,21,3,1910,2,1908
2332,270,2,3,871,126,745
2333,2292,18,3,2740,12,2728
2334,748,27,1,1051,63,988
2335,3459,14,2,1491,55,1436
2336,2190,2,2,871,86,785
2337,2851,32,2,3085,73,3012
2338,2262,35,3,4634,134,4500
2339,701,13,3,2885,166,2719
2340,2457,16,2,2574,85,2489
2341,764,1,3,2461,126,2335
2342,2219,10,3,4508,83,4425
2343,2255,10,3,4508,95,4413
2344,1459,22,3,3610,70,3540
2345,2541,21,1,1910,54,1856
2346,3202,8,3,2864,107,2757
2347,2128,2,1,871,79,792
2348,2031,11,1,2784,109,2675
2349,2244,35,3,4634,52,4582
2350,2305,32,1,3085,101,2984
2351,2179,13,1,2885,61,2824
2352,2847,2,1,871,66,805
2353,1799,16,2,2574,65,2509
2354,1693,24,3,2514,79,2435
2355,1765,27,2,1051,132,919
2356,403,31,3,3246,68,3178
2357,3141,26,1,3616,125,3491
2358,1640,6,1,1957,9,1948
2359,1364,15,1,3293,117,3176
2360,1812,23,1,1578,147,1431
2361,500,31,2,3246,9,3237
2362,1237,17,2,3145,131,3014
2363,455,1,3,2461,26,2435
2364,1515,18,2,2740,20,2720
2365,462,29,1,3317,139,3178
2366,2880,20,3,2499,54,2445
2367,1697,25,1,3331,18,3313
2368,418,35,2,4634,30,4604
2369,813,20,2,2499,7,2492
2370,2116,25,1,3331,22,3309
2371,3066,11,2,2784,191,2593
2372,1392,2,2,871,87,784
2373,1058,18,2,2740,89,2651
2374,2052,12,3,4484,101,4383
2375,3085,16,2,2574,129,2445
2376,1852,17,1,3145,127,3018
2377,813,6,2,1957,6,1951
2378,2589,19,3,2161,69,2092
2379,3472,21,2,1910,86,1824
2380,3228,23,3,1578,105,1473
2381,946,28,1,3375,2,3373
2382,2462,1,1,2461,23,2438
2383,624,27,3,1051,35,1016
2384,2141,32,1,3085,56,3029
2385,1094,25,3,3331,120,3211
2386,2670,9,3,3230,25,3205
2387,1600,29,3,3317,53,3264
2388,1506,34,1,2869,136,2733
2389,3432,4,3,2713,83,2630
2390,794,29,1,3317,149,3168
2391,2934,17,1,3145,199,2946
2392,1478,6,2,1957,174,1783
2393,286,3,3,2369,29,2340
2394,3239,13,2,2885,177,2708
2395,1127,17,1,3145,61,3084
2396,2302,34,3,2869,64,2805
2397,1941,18,1,2740,190,2550
2398,2831,30,1,2674,3,2671
2399,2337,27,1,1051,124,927
2400,2361,22,3,3610,169,3441
2401,1249,22,3,3610,31,3579
2402,1045,12,3,4484,90,4394
2403,1586,19,3,2161,191,1970
2404,1203,28,3,3375,84,3291
2405,3079,9,1,3230,189,3041
2406,1449,31,3,3246,178,3068
2407,1405,28,1,3375,121,3254
2408,50,11,3,2784,1,2783
2409,2943,8,2,2864,190,2674
2410,839,5,3,2071,114,1957
2411,2376,18,2,2740,118,2622
2412,1307,19,3,2161,192,1969
2413,2762,12,1,4484,80,4404
2414,872,8,2,2864,182,2682
2415,1141,15,1,3293,108,3185
2416,2943,33,3,3027,124,2903
2417,3491,6,3,1957,174,1783
2418,1823,3,1,2369,23,2346
2419,424,1,2,2461,142,2319
2420,2552,9,3,3230,182,3048
2421,1384,19,3,2161,167,1994
2422,3022,29,2,3317,19,3298
2423,3188,16,1,2574,69,2505
2424,369,20,3,2499,72,2427
2425,2891,19,1,2161,160,2001
2426,1437,16,2,2574,182,2392
2427,2622,10,3,4508,51,4457
2428,2763,14,2,1491,43,1448
2429,1472,35,2,4634,182,4452
2430,2351,26,3,3616,125,3491
2431,198,8,3,2864,53,2811
2432,1550,9,2,3230,83,3147
2433,2913,18,3,2740,116,2624
2434,1400,31,1,3246,21,3225
2435,2986,34,3,2869,33,2836
2436,154,5,3,2071,119,1952
2437,299,34,3,2869,71,2798
2438,2363,1,2,2461,186,2275
2439,489,8,1,2864,106,2758
2440,1056,5,2,2071,102,1969
2441,2661,17,2,3145,182,2963
2442,2068,6,1,1957,149,1808
2443,2362,16,1,2574,194,2380
2444,707,30,2,2674,77,2597
2445,2997,20,2,2499,54,2445
2446,3136,34,3,2869,166,2703
2447,988,22,3,3610,47,3563
2448,1978,32,3,3085,171,2914
2449,3436,19,3,2161,172,1989
2450,232,32,2,3085,1,3084
2451,496,31,3,3246,143,3103
2452,707,10,2,4508,62,4446
2453,355,22,1,3610,40,3570
2454,3093,2,3,871,41,830
2455,2342,11,2,2784,123,2661
2456,2728,4,3,2713,104,2609
2457,80,26,2,3616,186,3430
2458,1477,10,3,4508,110,4398
2459,3396,14,3,1491,55,1436
2460,1679,24,2,2514,16,2498
2461,3381,20,2,2499,194,2305
2462,3148,34,1,2869,27,2842
2463,2798,1,1,2461,48,2413
2464,3069,31,1,3246,193,3053
2465,3321,2,2,871,11,860
2466,3182,16,2,2574,133,2441
2467,2098,4,3,2713,161,2552
2468,3129,27,3,1051,180,871
2469,673,28,3,3375,57,3318
2470,2894,3,2,2369,192,2177
2471,961,3,3,2369,131,2238
2472,2433,18,3,2740,69,2671
2473,2833,10,3,4508,177,4331
2474,1248,28,2,3375,184,3191
2475,2803,35,2,4634,104,4530
2476,1424,12,3,4484,104,4380
2477,2758,4,2,2713,73,2640
2478,1298,18,2,2740,101,2639
2479,1929,29,1,3317,109,3208
2480,1132,26,2,3616,173,3443
2481,657,6,3,1957,130,1827
2482,2401,33,1,3027,114,2913
2483,2366,18,2,2740,122,2618
2484,794,23,1,1578,10,1568
2485,543,20,2,2499,195,2304
2486,1792,10,1,4508,47,4461
2487,925,12,2,4484,156,4328
2488,3462,4,1,2713,32,2681
2489,1415,25,3,3331,65,3266
2490,913,11,2,2784,113,2671
2491,2932,16,1,2574,156,2418
2492,3176,3,2,2369,192,2177
2493,1561,17,1,3145,187,2958
2494,1773,15,2,3293,22,3271
2495,2652,33,2,3027,37,2990
2496,1638,10,2,4508,119,4389
2497,513,31,2,3246,31,3215
2498,820,22,3,3610,142,3468
2499,2432,31,3,3246,147,3099
2500,3271,2,1,871,184,687
2501,2963,23,1,1578,102,1476
2502,796,27,3,1051,53,998
2503,945,9,2,3230,111,3119
2504,613,14,2,1491,33,1458
2505,1640,35,2,4634,178,4456
2506,1907,11,3,2784,59,2725
2507,2762,9,1,3230,127,3103
2508,3076,12,1,4484,86,4398
2509,955,14,1,1491,9,1482
2510,3378,15,3,3293,120,3173
2511,2839,4,1,2713,139,2574
2512,851,20,1,2499,167,2332
2513,3044,17,1,3145,52,3093
2514,810,29,1,3317,68,3249
2515,806,13,1,2885,194,2691
2516,2202,8,3,2864,160,2704
2517,1151,33,1,3027,136,2891
2518,3138,24,2,2514,162,2352
2519,2645,6,1,1957,92,1865
2520,52,32,3,3085,160,2925
2521,1802,18,2,2740,56,2684
2522,3281,7,3,1535,134,1401
2523,466,24,3,2514,173,2341
2524,2699,31,2,3246,146,3100
2525,2673,25,3,3331,4,3327
2526,3458,25,2,3331,94,3237
2527,2982,23,2,1578,77,1501
2528,2005,10,1,4508,94,4414
2529,2543,35,1,4634,118,4516
2530,124,11,2,2784,74,2710
2531,596,21,1,1910,182,1728
2532,2468,29,1,3317,165,3152
2533,1486,28,3,3375,135,3240
2534,544,14,2,1491,185,1306
2535,2604,34,3,2869,54,2815
2536,1872,3,1,2369,154,2215
2537,2122,30,3,2674,172,2502
2538,329,14,3,1491,54,1437
2539,676,24,1,2514,60,2454
2540,1533,7,3,1535,130,1405
2541,3193,27,2,1051,92,959
2542,2980,6,3,1957,175,1782
2543,48,2,1,871,84,787
2544,3017,26,2,3616,111,3505
2545,2749,34,2,2869,163,2706
2546,1875,3,2,2369,165,2204
2547,1711,15,2,3293,126,3167
2548,3395,31,1,3246,76,3170
2549,583,35,2,4634,63,4571
2550,365,23,3,1578,157,1421
2551,1372,1,1,2461,135,2326
2552,1924,12,2,4484,37,4447
2553,423,25,1,3331,39,3292
2554,3111,21,2,1910,144,1766
2555,1810,26,1,3616,173,3443
2556,2772,19,1,2161,146,2015
2557,2473,27,1,1051,152,899
2558,2444,17,3,3145,86,3059
2559,2279,19,1,2161,51,2110
2560,1172,23,2,1578,190,1388
2561,3190,27,2,1051,111,940
2562,1925,24,1,2514,19,2495
2563,890,4,3,2713,125,2588
2564,3025,3,1,2369,38,2331
2565,600,6,1,1957,169,1788
2566,2751,30,1,2674,97,2577
2567,3043,25,1,3331,174,3157
2568,1600,11,2,2784,188,2596
2569,2886,30,1,2674,184,2490
2570,838,12,1,4484,186,4298
2571,1098,19,3,2161,115,2046
2572,1746,14,3,1491,16,1475
2573,2377,26,1,3616,24,3592
2574,43,8,1,2864,154,2710
2575,1765,20,3,2499,132,2367
2576,94,26,3,3616,186,3430
2577,632,29,1,3317,190,3127
2578,3095,27,2,1051,77,974
2579,2573,29,3,3317,146,3171
2580,2106,13,3,2885,120,2765
2581,2581,23,3,1578,92,1486
2582,1765,18,1,2740,123,2617
2583,96,4,3,2713,171,2542
2584,1700,13,2,2885,24,2861
2585,2711,19,3,2161,168,1993
2586,441,24,3,2514,143,2371
2587,3078,1,2,2461,89,2372
2588,1114,32,1,3085,183,2902
2589,3422,27,2,1051,147,904
2590,3248,20,2,2499,126,2373
2591,2211,14,3,1491,59,1432
2592,3049,29,3,3317,14,3303
2593,2346,21,1,1910,128,1782
2594,1594,2,3,871,84,787
2595,2266,28,2,3375,22,3353
2596,3273,13,2,2885,138,2747
2597,1813,20,3,2499,115,2384
2598,3087,6,3,1957,135,1822
2599,1823,35,3,4634,60,4574
2600,1454,18,1,2740,67,2673
2601,2082,3,3,2369,103,2266
2602,2062,21,3,1910,54,1856
2603,3060,3,2,2369,40,2329
2604,982,21,1,1910,38,1872
2605,2642,3,3,2369,146,2223
2606,3286,25,2,3331,100,3231
2607,1222,11,2,2784,56,2728
2608,2165,15,2,3293,64,3229
2609,725,26,3,3616,84,3532
2610,2810,8,1,2864,26,2838
2611,3370,23,2,1578,8,1570
2612,261,16,3,2574,115,2459
2613,185,1,3,2461,139,2322
2614,1719,14,2,1491,79,1412
2615,3,19,2,2161,109,2052
2616,869,20,3,2499,15,2484
2617,1808,31,2,3246,66,3180
2618,3010,18,2,2740,110,2630
2619,336,8,3,2864,189,2675
2620,727,28,1,3375,47,3328
2621,3091,8,2,2864,11,2853
2622,3343,16,3,2574,147,2427
2623,1439,26,3,3616,80,3536
2624,2913,27,3,1051,128,923
2625,2617,5,3,2071,144,1927
2626,503,3,1,2369,77,2292
2627,908,21,3,1910,154,1756
2628,537,14,1,1491,95,1396
2629,2930,35,2,4634,182,4452
2630,3338,26,1,3616,25,3591
2631,1293,15,3,3293,80,3213
2632,2401,1,1,2461,42,2419
2633,3236,22,2,3610,49,3561
2634,128,34,1,2869,27,2842
2635,3321,5,1,2071,75,1996
2636,2220,23,2,1578,24,1554
2637,225,6,2,1957,143,1814
2638,3312,25,3,3331,167,3164
2639,2489,6,3,1957,75,1882
2640,2562,8,1,2864,102,2762
2641,1377,24,1,2514,91,2423
2642,2752,8,3,2864,24,2840
2643,2181,15,3,3293,105,3188
2644,1774,29,1,3317,128,3189
2645,32,32,1,3085,123,2962
2646,1275,35,1,4634,164,4470
2647,2897,10,3,4508,52,4456
2648,3201,11,3,2784,183,2601
2649,2876,24,1,2514,125,2389
2650,343,7,3,1535,108,1427
2651,851,10,3,4508,56,4452
2652,798,9,1,3230,195,3035
2653,669,18,3,2740,90,2650
2654,3161,9,1,3230,144,3086
2655,214,17,1,3145,170,2975
2656,300,14,2,1491,173,1318
2657,2139,31,2,3246,92,3154
2658,2935,23,2,1578,39,1539
2659,29,29,2,3317,138,3179
2660,280,25,2,3331,27,3304
2661,538,12,2,4484,189,4295
2662,244,3,3,2369,58,2311
2663,301,25,3,3331,94,3237
2664,2760,28,2,3375,125,3250
2665,483,6,1,1957,28,1929
2666,260,28,1,3375,164,3211
2667,2733,35,1,4634,31,4603
2668,2643,9,3,3230,181,3049
2669,3457,15,3,3293,157,3136
2670,746,15,1,3293,15,3278
2671,3054,21,2,1910,149,1761
2672,2952,33,2,3027,148,2879
2673,3228,9,1,3230,109,3121
2674,3239,10,1,4508,29,4479
2675,2458,19,3,2161,87,2074
2676,2817,28,3,3375,168,3207
2677,3467,33,3,3027,154,2873
2678,2884,7,1,1535,149,1386
2679,2338,25,3,3331,27,3304
2680,1181,26,3,3616,12,3604
2681,669,23,1,1578,88,1490
2682,3091,6,1,1957,36,1921
2683,25,4,1,2713,108,2605
2684,3220,34,1,2869,103,2766
2685,2281,18,1,2740,176,2564
2686,3061,1,2,2461,65,2396
2687,2874,27,1,1051,138,913
2688,2047,5,3,2071,156,1915
2689,3295,7,2,1535,9,1526
2690,2310,16,2,2574,108,2466
2691,2319,21,2,1910,71,1839
2692,48,23,1,1578,103,1475
2693,1696,22,3,3610,8,3602
2694,1075,9,3,3230,116,3114
2695,2434,22,2,3610,110,3500
2696,2612,15,3,3293,158,3135
2697,2679,35,2,4634,146,4488
2698,581,3,2,2369,66,2303
2699,587,18,1,2740,78,2662
2700,1471,2,2,871,158,713
2701,1766,30,3,2674,113,2561
2702,2763,12,2,4484,48,4436
2703,1664,35,2,4634,116,4518
2704,2460,25,3,3331,21,3310
2705,393,23,1,1578,11,1567
2706,570,26,2,3616,126,3490
2707,506,34,3,2869,102,2767
2708,2918,31,2,3246,172,3074
2709,2386,25,3,3331,81,3250
2710,2812,1,1,2461,200,2261
2711,3304,25,1,3331,155,3176
2712,496,29,2,3317,21,3296
2713,3149,25,2,3331,35,3296
2714,33,35,2,4634,111,4523
2715,2139,13,2,2885,152,2733
2716,2247,9,2,3230,102,3128
2717,189,27,2,1051,166,885
2718,1551,8,2,2864,94,2770
2719,2012,11,2,2784,190,2594
2720,258,19,1,2161,40,2121
2721,845,24,2,2514,33,2481
2722,1321,6,3,1957,37,1920
2723,832,10,2,4508,45,4463
2724,3391,22,1,3610,87,3523
2725,2135,25,1,3331,0,3331
2726,3432,21,3,1910,133,1777
2727,257,20,3,2499,99,2400
2728,1483,29,1,3317,27,3290
2729,616,4,2,2713,197,2516
2730,2999,1,3,2461,92,2369
2731,3144,15,2,3293,50,3243
2732,488,6,1,1957,184,1773
2733,1695,33,2,3027,95,2932
2734,3397,2,2,871,156,715
2735,612,15,2,3293,169,3124
2736,2973,16,1,2574,32,2542
2737,349,8,1,2864,154,2710
2738,1058,10,3,4508,69,4439
2739,3248,15,3,3293,27,3266
2740,3272,18,3,2740,164,2576
2741,3308,5,2,2071,7,2064
2742,912,35,2,4634,131,4503
2743,2790,17,3,3145,50,3095
2744,3122,30,2,2674,151,2523
2745,1245,35,1,4634,176,4458
