order_id,customer_id,platform_id,warehouse_id,order_date,order_status,payment_method
562,540,6,4,2024-11-13,Shipped,COD
563,971,6,2,2024-12-18,Processing,COD
564,387,5,3,2023-08-23,Delivered,COD
565,822,1,5,2023-07-16,Cancelled,Debit Card
566,37,5,4,2023-04-04,Delivered,Debit Card
567,835,5,5,2024-12-17,Cancelled,COD
568,689,4,8,2023-03-04,Processing,Debit Card
569,1319,1,5,2023-04-23,Returned,Credit Card
570,575,3,7,2023-09-10,Returned,UPI
571,373,1,1,2023-02-23,Returned,COD
572,585,4,5,2024-09-13,Delivered,Debit Card
573,379,3,8,2024-01-08,Returned,Credit Card
574,229,1,1,2024-11-30,Processing,COD
575,679,3,6,2025-01-30,Processing,Credit Card
576,488,6,5,2023-08-04,Processing,Debit Card
577,179,1,3,2024-10-06,Processing,UPI
578,85,5,4,2023-07-17,Shipped,UPI
579,154,5,6,2023-11-05,Shipped,COD
580,1093,6,3,2023-02-14,Cancelled,COD
581,857,5,5,2025-06-17,Processing,Credit Card
582,750,4,2,2024-03-22,Delivered,Debit Card
583,859,5,1,2023-06-20,Processing,Credit Card
584,1427,2,5,2023-02-16,Processing,UPI
585,1421,2,7,2024-05-21,Processing,UPI
586,339,4,7,2024-07-29,Shipped,Debit Card
587,1244,3,4,2023-07-08,Delivered,COD
588,1172,2,1,2025-06-19,Processing,Debit Card
589,1032,6,5,2023-11-07,Cancelled,Credit Card
590,1451,3,2,2023-06-25,Cancelled,UPI
591,1093,2,5,2023-02-10,Cancelled,Credit Card
592,273,3,1,2024-10-19,Cancelled,COD
593,1095,1,1,2024-10-26,Returned,Credit Card
594,665,1,5,2025-01-09,Cancelled,Debit Card
595,1253,3,6,2023-02-28,Delivered,Credit Card
596,450,6,5,2023-06-30,Returned,UPI
597,1101,6,2,2025-01-09,Shipped,Credit Card
598,1283,6,4,2025-04-16,Shipped,COD
599,665,3,4,2024-08-18,Shipped,COD
600,914,2,7,2024-01-13,Cancelled,Debit Card
601,192,4,3,2024-04-15,Cancelled,COD
602,387,5,8,2025-01-16,Cancelled,Credit Card
603,44,3,3,2023-07-01,Shipped,COD
604,143,2,2,2024-03-12,Cancelled,Debit Card
605,1322,4,2,2025-01-11,Processing,COD
606,1489,1,2,2024-01-22,Shipped,UPI
607,226,1,1,2023-05-16,Cancelled,UPI
608,549,2,1,2025-03-22,Delivered,UPI
609,1111,6,6,2025-05-23,Delivered,COD
610,286,4,8,2025-04-15,Cancelled,Credit Card
611,680,4,3,2023-09-07,Delivered,Credit Card
612,1286,5,2,2023-01-22,Delivered,UPI
613,1116,3,2,2024-06-07,Shipped,COD
614,3,2,1,2023-08-21,Shipped,Debit Card
615,302,3,5,2023-08-20,Shipped,UPI
616,1008,2,2,2023-08-18,Delivered,Credit Card
617,732,1,6,2023-05-02,Returned,UPI
618,89,5,3,2023-07-02,Shipped,Credit Card
619,1229,2,7,2023-06-03,Returned,Credit Card
620,714,1,5,2024-05-26,Returned,Credit Card
621,1457,1,1,2025-06-01,Cancelled,COD
622,656,2,7,2024-04-02,Shipped,UPI
623,232,5,7,2025-01-14,Returned,COD
624,186,3,3,2023-07-06,Shipped,Credit Card
625,654,4,7,2024-05-07,Shipped,Credit Card
626,284,6,4,2024-01-28,Shipped,Debit Card
627,1104,5,8,2024-06-29,Processing,COD
628,788,1,7,2024-06-23,Processing,COD
629,1440,1,4,2024-01-06,Delivered,COD
630,36,3,8,2023-05-17,Delivered,UPI
631,716,3,3,2023-10-29,Shipped,COD
632,1130,4,4,2023-08-04,Cancelled,UPI
633,283,1,3,2024-01-22,Delivered,Debit Card
634,762,1,2,2024-11-09,Processing,UPI
635,977,5,3,2023-01-31,Cancelled,Credit Card
636,290,1,4,2023-03-20,Delivered,Debit Card
637,307,2,8,2025-01-31,Cancelled,Credit Card
638,963,4,6,2024-03-30,Delivered,Credit Card
639,228,2,1,2024-10-19,Delivered,COD
640,1031,2,1,2024-02-10,Shipped,Debit Card
641,1135,6,5,2024-08-08,Processing,Credit Card
642,1453,2,7,2023-06-10,Returned,UPI
643,1069,4,3,2025-01-30,Cancelled,Debit Card
644,1268,1,4,2024-02-06,Cancelled,UPI
645,1419,4,8,2023-11-17,Shipped,Debit Card
646,338,1,6,2024-10-24,Shipped,COD
647,553,1,2,2023-03-21,Returned,Credit Card
648,58,2,5,2023-06-16,Processing,UPI
649,134,2,1,2025-02-13,Returned,COD
650,1130,2,1,2023-09-04,Returned,UPI
651,1168,5,1,2024-07-31,Shipped,UPI
652,99,3,2,2023-11-13,Delivered,Credit Card
653,579,4,4,2023-11-19,Shipped,Credit Card
654,266,6,2,2023-12-06,Shipped,UPI
655,1029,2,1,2024-08-24,Shipped,Debit Card
656,1201,1,5,2023-06-15,Cancelled,Debit Card
657,162,6,2,2025-01-05,Cancelled,COD
658,1396,6,3,2025-02-26,Cancelled,Credit Card
659,917,2,6,2023-10-25,Returned,Debit Card
660,82,6,7,2023-09-02,Cancelled,UPI
661,313,5,8,2023-04-10,Delivered,COD
662,634,5,2,2024-05-25,Delivered,Debit Card
663,643,2,5,2023-06-15,Delivered,Credit Card
664,1181,3,6,2023-04-02,Delivered,COD
665,1456,4,5,2024-04-29,Returned,Debit Card
666,1332,2,2,2024-08-05,Shipped,UPI
667,745,3,7,2024-02-23,Processing,COD
668,903,3,6,2024-01-18,Delivered,Debit Card
669,1037,4,5,2025-06-17,Delivered,UPI
670,502,6,1,2023-06-08,Delivered,Credit Card
671,770,2,7,2025-05-24,Delivered,COD
672,796,4,2,2023-12-24,Shipped,Debit Card
673,1316,5,8,2023-04-22,Delivered,COD
674,1499,1,7,2025-02-25,Shipped,COD
675,823,3,2,2023-11-21,Returned,Debit Card
676,436,6,8,2023-04-28,Returned,Debit Card
677,79,5,3,2024-04-26,Cancelled,COD
678,656,5,1,2024-09-07,Shipped,UPI
679,741,4,8,2023-08-07,Delivered,COD
680,47,6,7,2023-10-04,Returned,COD
681,172,2,2,2023-10-08,Shipped,UPI
682,611,6,8,2025-06-11,Shipped,COD
683,1372,3,3,2025-04-30,Delivered,UPI
684,878,3,5,2023-06-18,Cancelled,Credit Card
685,859,4,8,2024-07-02,Cancelled,Debit Card
686,727,6,7,2025-04-22,Delivered,COD
687,160,6,3,2023-11-28,Returned,UPI
688,309,4,3,2024-05-26,Returned,UPI
689,1381,4,5,2024-06-17,Delivered,Debit Card
690,258,6,8,2024-10-16,Processing,UPI
691,75,2,4,2024-03-06,Processing,COD
692,1231,4,4,2023-12-23,Cancelled,COD
693,1392,5,1,2024-01-15,Returned,UPI
694,619,3,2,2024-12-17,Shipped,Debit Card
695,848,4,6,2023-12-27,Processing,Debit Card
696,1072,3,2,2023-06-30,Shipped,Debit Card
697,765,2,3,2024-07-09,Shipped,Debit Card
698,584,6,7,2024-10-11,Returned,UPI
699,180,1,2,2024-10-27,Delivered,Debit Card
700,213,4,2,2024-10-10,Shipped,UPI
701,1368,3,7,2023-08-05,Cancelled,Debit Card
702,1130,4,2,2023-07-20,Shipped,UPI
703,719,4,7,2025-04-20,Shipped,UPI
704,768,2,5,2023-10-02,Returned,Credit Card
705,850,6,4,2023-01-05,Shipped,UPI
706,32,1,3,2025-03-20,Returned,Credit Card
707,687,2,7,2023-09-05,Processing,Debit Card
708,395,5,7,2025-04-28,Delivered,Debit Card
709,264,6,7,2025-01-15,Cancelled,Debit Card
710,652,5,3,2024-03-23,Cancelled,UPI
711,1455,2,2,2024-10-08,Processing,Debit Card
712,1285,3,3,2023-11-27,Cancelled,UPI
713,192,1,7,2023-01-12,Processing,COD
714,57,5,2,2024-08-08,Shipped,UPI
715,268,4,6,2023-07-11,Cancelled,COD
716,609,2,4,2025-01-13,Shipped,Credit Card
717,1351,1,5,2023-03-26,Cancelled,UPI
718,1308,5,2,2023-04-24,Shipped,UPI
719,220,2,5,2023-09-26,Cancelled,UPI
720,159,4,6,2025-05-08,Cancelled,Debit Card
721,207,4,1,2024-02-28,Delivered,Debit Card
722,1282,1,4,2024-12-04,Shipped,Debit Card
723,643,6,8,2025-04-07,Cancelled,COD
724,612,1,3,2024-11-06,Processing,UPI
725,241,3,6,2024-05-10,Processing,UPI
726,325,5,5,2023-05-05,Cancelled,UPI
727,1098,1,3,2023-08-10,Returned,UPI
728,445,1,6,2023-05-22,Cancelled,UPI
729,1491,6,3,2023-10-02,Returned,Debit Card
730,409,1,6,2024-12-26,Processing,Credit Card
731,957,6,8,2024-03-22,Processing,Debit Card
732,396,3,3,2023-07-22,Returned,Debit Card
733,211,5,5,2023-06-19,Cancelled,Debit Card
734,888,4,7,2024-09-02,Returned,Credit Card
735,1276,1,7,2024-03-15,Cancelled,Credit Card
736,766,6,2,2024-04-05,Cancelled,UPI
737,1048,3,7,2023-10-28,Processing,Credit Card
738,816,1,2,2023-07-04,Returned,Debit Card
739,381,3,4,2023-03-16,Cancelled,Credit Card
740,762,2,6,2023-05-06,Delivered,Credit Card
741,1410,1,6,2023-08-07,Shipped,Credit Card
742,477,5,2,2024-01-30,Returned,COD
743,1080,2,2,2024-07-28,Returned,UPI
744,1176,6,7,2024-11-29,Shipped,Credit Card
745,656,2,4,2023-02-20,Shipped,Debit Card
746,96,3,7,2023-05-03,Delivered,Debit Card
747,351,5,6,2024-08-28,Shipped,COD
748,1181,1,5,2023-01-19,Processing,UPI
749,946,3,3,2025-05-11,Shipped,UPI
750,1093,5,1,2023-12-12,Delivered,UPI
751,963,1,7,2025-01-10,Returned,Credit Card
752,650,3,7,2023-03-23,Processing,Credit Card
753,1012,5,1,2024-02-07,Returned,Debit Card
754,1011,6,2,2025-05-13,Returned,UPI
755,60,2,1,2025-04-25,Delivered,COD
756,216,3,7,2023-08-20,Cancelled,UPI
757,392,6,6,2025-04-15,Processing,UPI
758,1410,1,5,2025-03-14,Delivered,UPI
759,99,3,2,2023-09-28,Returned,Debit Card
760,553,6,3,2023-05-22,Processing,Debit Card
761,246,2,6,2025-06-01,Cancelled,Debit Card
762,1305,4,2,2024-06-18,Processing,COD
763,1184,4,8,2023-10-15,Returned,Debit Card
764,463,1,5,2025-02-23,Returned,UPI
765,723,5,4,2024-11-06,Cancelled,UPI
766,154,4,1,2023-08-06,Delivered,COD
767,959,4,4,2024-05-14,Delivered,Credit Card
768,428,5,6,2025-02-17,Returned,Debit Card
769,1343,2,2,2023-05-14,Cancelled,Credit Card
770,790,4,4,2025-03-09,Shipped,COD
771,141,3,7,2023-06-18,Returned,UPI
772,302,4,2,2025-02-01,Delivered,COD
773,34,4,3,2023-10-01,Delivered,Debit Card
774,1356,5,8,2023-12-27,Returned,UPI
775,1128,1,6,2024-03-17,Cancelled,COD
776,813,5,7,2024-06-04,Returned,UPI
777,904,3,6,2023-04-11,Delivered,Debit Card
778,1500,4,4,2023-10-29,Cancelled,Debit Card
779,362,5,5,2024-06-26,Processing,Debit Card
780,1063,4,2,2024-11-28,Delivered,COD
781,228,2,2,2023-02-24,Delivered,Credit Card
782,489,1,2,2023-10-10,Cancelled,Debit Card
783,803,4,2,2023-08-14,Returned,Debit Card
784,422,2,4,2023-12-22,Returned,Credit Card
785,7,1,3,2024-05-30,Processing,Debit Card
786,626,6,4,2023-06-24,Returned,UPI
787,342,2,6,2024-04-11,Cancelled,UPI
788,1365,4,7,2023-12-09,Delivered,COD
789,541,1,3,2024-11-26,Delivered,Credit Card
790,971,5,1,2024-05-15,Cancelled,Debit Card
791,225,1,1,2024-08-03,Returned,COD
792,1076,5,3,2025-02-12,Cancelled,UPI
793,205,3,6,2024-04-08,Shipped,Credit Card
794,1118,3,8,2023-09-17,Returned,Debit Card
795,28,3,5,2024-12-28,Returned,Debit Card
796,231,3,1,2023-06-01,Shipped,COD
797,1351,2,6,2024-05-24,Delivered,COD
798,1183,6,7,2024-01-04,Cancelled,UPI
799,397,4,2,2023-10-08,Processing,Debit Card
800,1080,2,5,2024-11-26,Returned,Credit Card
801,801,5,7,2023-10-10,Returned,COD
802,85,5,6,2025-05-04,Processing,UPI
803,888,4,6,2023-10-23,Delivered,UPI
804,1022,6,3,2024-04-22,Cancelled,Credit Card
805,1278,5,3,2023-11-07,Shipped,Credit Card
806,133,3,1,2024-04-09,Delivered,COD
807,580,5,2,2023-02-24,Shipped,Credit Card
808,11,4,6,2024-11-07,Delivered,UPI
809,515,2,6,2025-06-18,Returned,COD
810,177,6,5,2023-05-27,Cancelled,Debit Card
811,1199,1,5,2023-08-13,Delivered,Debit Card
812,727,2,7,2024-03-08,Shipped,UPI
813,536,3,5,2023-06-27,Processing,Debit Card
814,1391,3,3,2024-11-30,Cancelled,Credit Card
815,278,4,4,2023-11-05,Returned,UPI
816,609,5,8,2024-07-12,Cancelled,Debit Card
817,895,1,3,2024-06-23,Shipped,Credit Card
818,1032,6,6,2024-04-24,Returned,Debit Card
819,956,4,7,2024-04-17,Delivered,UPI
820,863,1,3,2024-09-21,Returned,COD
821,1189,5,6,2023-05-11,Processing,Credit Card
822,110,4,3,2024-02-17,Delivered,Debit Card
823,1061,4,1,2023-03-28,Delivered,Credit Card
824,1331,1,6,2024-08-31,Delivered,Credit Card
825,1159,4,6,2025-06-04,Delivered,UPI
826,1198,6,1,2024-12-19,Cancelled,COD
827,1152,6,8,2023-05-20,Cancelled,COD
828,617,6,5,2025-01-06,Delivered,Debit Card
829,1278,6,4,2023-04-28,Delivered,UPI
830,314,5,2,2024-06-16,Delivered,COD
831,419,1,8,2023-01-26,Processing,Debit Card
832,801,1,2,2023-11-04,Shipped,Debit Card
833,377,2,5,2025-04-21,Processing,Debit Card
834,1348,5,2,2024-03-18,Cancelled,UPI
835,379,2,4,2023-06-24,Processing,COD
836,976,4,5,2023-10-24,Delivered,Debit Card
837,753,6,5,2024-02-05,Shipped,UPI
838,951,4,7,2023-06-01,Delivered,Credit Card
839,937,1,7,2023-01-12,Processing,Credit Card
840,70,6,8,2023-02-13,Returned,COD
841,959,6,8,2023-10-11,Delivered,COD
842,733,5,4,2023-12-24,Processing,Debit Card
843,1051,1,3,2024-11-02,Cancelled,Credit Card
844,1344,6,6,2024-04-15,Cancelled,Credit Card
845,1349,3,7,2023-03-11,Shipped,Debit Card
846,967,5,3,2024-08-12,Processing,Credit Card
847,266,6,6,2024-08-25,Processing,Credit Card
848,1198,5,7,2023-03-11,Delivered,UPI
849,326,2,2,2024-11-12,Delivered,Debit Card
850,1392,4,6,2025-02-17,Cancelled,COD
851,216,2,7,2025-02-12,Shipped,UPI
852,127,5,5,2023-04-28,Delivered,UPI
853,905,3,1,2023-06-28,Returned,UPI
854,1431,4,7,2023-05-17,Processing,COD
855,401,3,8,2024-03-24,Returned,COD
856,413,6,3,2024-03-20,Processing,COD
857,177,5,1,2024-10-06,Delivered,COD
858,69,2,1,2024-01-04,Shipped,UPI
859,698,2,8,2023-07-14,Cancelled,Debit Card
860,1026,3,6,2024-09-25,Processing,COD
861,138,4,7,2024-10-02,Shipped,UPI
862,1166,1,3,2025-03-12,Processing,Credit Card
863,207,1,8,2023-08-25,Delivered,Credit Card
864,47,2,5,2025-04-28,Returned,Debit Card
865,1441,3,2,2025-06-12,Cancelled,Credit Card
866,154,5,4,2025-05-23,Processing,Credit Card
867,818,5,1,2024-07-13,Delivered,Debit Card
868,539,6,1,2023-02-03,Returned,Debit Card
869,535,2,6,2025-02-22,Delivered,COD
870,419,5,6,2025-02-14,Delivered,COD
871,1011,1,1,2023-12-21,Delivered,Debit Card
872,1226,6,2,2024-07-18,Shipped,COD
873,555,6,1,2023-04-17,Delivered,Debit Card
874,1040,2,6,2024-03-17,Shipped,Credit Card
875,467,1,1,2023-01-27,Cancelled,Debit Card
876,1397,6,1,2024-07-19,Shipped,UPI
877,793,4,3,2024-03-16,Shipped,COD
878,237,4,2,2024-09-22,Returned,Credit Card
879,397,3,7,2023-03-01,Cancelled,COD
880,189,5,1,2023-08-21,Shipped,UPI
881,31,6,4,2025-04-12,Delivered,UPI
882,117,2,8,2023-07-04,Returned,UPI
883,644,3,4,2023-10-27,Cancelled,Debit Card
884,981,6,2,2024-11-03,Delivered,UPI
885,513,5,4,2024-05-21,Returned,COD
886,909,6,5,2024-01-11,Processing,Credit Card
887,1339,2,5,2023-11-23,Processing,UPI
888,111,3,7,2024-12-23,Processing,Debit Card
889,573,1,4,2023-05-21,Processing,COD
890,625,6,4,2023-05-06,Returned,COD
891,74,2,8,2024-10-27,Shipped,UPI
892,44,4,1,2023-10-04,Returned,Debit Card
893,616,1,1,2023-10-13,Processing,Debit Card
894,1015,1,7,2024-01-29,Shipped,UPI
895,460,2,7,2023-07-08,Shipped,UPI
896,1353,3,1,2024-07-08,Returned,UPI
897,1247,3,5,2025-04-09,Processing,COD
898,57,3,7,2025-06-05,Shipped,UPI
899,224,5,7,2025-01-08,Returned,Debit Card
900,869,5,5,2023-06-16,Shipped,Debit Card
901,488,2,1,2023-10-15,Returned,UPI
902,512,5,5,2023-12-12,Processing,Debit Card
903,80,5,5,2024-01-06,Returned,Credit Card
904,1338,5,1,2023-05-08,Returned,Credit Card
905,542,2,8,2024-04-18,Delivered,Debit Card
906,19,4,1,2024-01-03,Shipped,COD
907,837,1,2,2023-10-11,Processing,Credit Card
908,132,4,3,2023-09-22,Returned,Credit Card
909,1014,2,4,2024-10-07,Cancelled,COD
910,1266,6,1,2023-08-27,Delivered,UPI
911,378,6,8,2024-08-16,Returned,UPI
912,1134,6,4,2023-03-04,Returned,Credit Card
913,34,6,6,2024-07-07,Delivered,COD
914,717,1,2,2024-06-03,Shipped,UPI
915,1047,1,4,2023-07-28,Returned,Credit Card
916,1395,4,2,2024-10-19,Shipped,Credit Card
917,294,1,6,2024-09-13,Returned,Credit Card
918,836,6,6,2024-04-26,Returned,UPI
919,329,3,1,2023-10-25,Cancelled,UPI
920,218,5,4,2025-04-07,Returned,Credit Card
921,441,4,1,2024-11-03,Cancelled,Debit Card
922,1330,1,2,2023-08-18,Processing,Debit Card
923,1104,6,2,2025-05-17,Processing,UPI
924,1244,4,8,2023-11-21,Returned,COD
925,1179,3,4,2023-12-03,Cancelled,Credit Card
926,473,4,6,2025-02-05,Delivered,COD
927,912,6,7,2024-01-06,Delivered,Credit Card
928,1148,5,2,2024-01-06,Shipped,COD
929,920,4,4,2024-08-06,Cancelled,COD
930,835,6,3,2024-09-12,Returned,Credit Card
931,700,3,2,2023-03-25,Shipped,Debit Card
932,1035,2,8,2024-10-09,Cancelled,COD
933,930,1,3,2023-05-04,Shipped,Credit Card
934,1136,6,8,2025-01-30,Delivered,COD
935,70,4,1,2024-12-07,Cancelled,UPI
936,272,5,7,2024-03-08,Returned,COD
937,824,6,4,2024-12-30,Returned,UPI
938,690,3,2,2025-01-09,Delivered,UPI
939,727,4,7,2024-10-07,Shipped,Debit Card
940,593,4,3,2025-01-21,Cancelled,UPI
941,312,1,6,2024-11-21,Shipped,Debit Card
942,657,4,3,2024-06-04,Processing,Credit Card
943,199,2,5,2024-05-20,Returned,UPI
944,1156,5,7,2023-10-20,Returned,Debit Card
945,653,2,3,2023-02-12,Cancelled,Debit Card
946,1064,3,6,2023-04-12,Returned,Credit Card
947,340,1,5,2023-10-08,Shipped,Debit Card
948,459,2,5,2023-09-23,Processing,UPI
949,475,6,5,2023-05-25,Delivered,COD
950,1131,5,3,2023-01-29,Processing,UPI
951,1106,5,4,2023-01-07,Shipped,UPI
952,757,2,5,2024-08-07,Shipped,Debit Card
953,1067,2,8,2023-10-30,Delivered,UPI
954,911,4,8,2023-09-27,Delivered,COD
955,571,6,2,2023-12-29,Delivered,COD
956,1490,1,6,2023-06-10,Processing,Credit Card
957,566,4,2,2024-12-24,Returned,UPI
958,888,1,6,2023-07-14,Processing,UPI
959,1300,6,1,2023-09-09,Cancelled,Debit Card
960,451,6,4,2023-09-29,Shipped,COD
961,993,2,8,2023-10-17,Cancelled,COD
962,1301,1,4,2023-01-04,Shipped,UPI
963,1005,5,4,2024-12-28,Cancelled,UPI
964,857,6,5,2024-09-20,Shipped,COD
965,1307,3,8,2024-06-27,Cancelled,Credit Card
966,475,3,8,2024-05-16,Shipped,Credit Card
967,1113,4,5,2023-04-09,Cancelled,UPI
968,589,4,8,2023-11-30,Cancelled,Debit Card
969,238,2,8,2023-11-23,Delivered,Credit Card
970,1428,4,3,2025-03-03,Shipped,Debit Card
971,1231,4,4,2023-01-30,Returned,Credit Card
972,1040,2,7,2023-03-04,Processing,Credit Card
973,536,6,6,2024-02-26,Shipped,Debit Card
974,871,4,5,2023-02-25,Returned,Debit Card
975,1492,2,6,2024-10-13,Delivered,Credit Card
976,917,4,4,2024-08-09,Cancelled,COD
977,1281,1,6,2023-05-13,Processing,UPI
978,1480,1,7,2023-04-03,Returned,Credit Card
979,1133,1,1,2024-06-15,Cancelled,Credit Card
980,1097,2,3,2025-05-08,Processing,Debit Card
981,1471,2,5,2025-03-31,Cancelled,Credit Card
982,679,4,4,2024-07-20,Cancelled,UPI
983,74,1,2,2024-05-28,Shipped,Debit Card
984,87,2,5,2023-11-05,Delivered,COD
985,1294,6,4,2023-02-04,Returned,UPI
986,774,6,7,2023-05-15,Returned,UPI
987,157,1,7,2023-01-21,Delivered,COD
988,196,6,7,2023-07-18,Processing,Credit Card
989,663,4,1,2023-11-06,Returned,Debit Card
990,416,1,5,2024-11-02,Processing,Debit Card
991,772,3,7,2023-04-06,Cancelled,Debit Card
992,1149,3,8,2023-10-19,Processing,COD
993,784,1,8,2025-01-15,Shipped,Credit Card
994,1120,6,2,2024-04-08,Cancelled,UPI
995,814,2,8,2024-01-14,Shipped,UPI
996,1317,3,6,2023-05-28,Delivered,UPI
997,1149,2,4,2025-06-04,Shipped,COD
998,172,2,7,2024-09-23,Shipped,COD
999,121,4,5,2024-02-26,Returned,Credit Card
1000,309,1,6,2024-12-06,Processing,Debit Card
1001,12,3,4,2025-02-12,Processing,Debit Card
1002,1118,4,6,2024-10-29,Cancelled,Credit Card
1003,945,6,8,2024-06-10,Processing,UPI
1004,216,4,2,2024-01-20,Cancelled,UPI
1005,332,5,2,2023-06-20,Cancelled,Debit Card
1006,233,1,7,2024-05-22,Cancelled,Debit Card
1007,287,6,7,2024-02-13,Delivered,Credit Card
1008,241,4,5,2025-01-07,Returned,Credit Card
1009,1260,3,3,2023-05-25,Returned,COD
1010,1258,6,6,2024-06-15,Processing,Credit Card
1011,967,4,4,2023-12-05,Cancelled,COD
1012,1074,6,8,2023-01-11,Returned,Debit Card
1013,368,2,8,2023-03-10,Delivered,Credit Card
1014,1437,2,4,2024-12-11,Delivered,Debit Card
1015,678,1,1,2024-10-01,Shipped,COD
1016,137,3,4,2023-12-20,Delivered,COD
1017,563,3,7,2024-08-21,Returned,Credit Card
1018,1279,4,5,2024-07-28,Processing,COD
1019,159,5,3,2023-04-16,Cancelled,Credit Card
1020,366,3,2,2023-05-10,Processing,Debit Card
1021,677,5,5,2025-04-06,Processing,Debit Card
1022,429,2,1,2025-03-13,Cancelled,COD
1023,188,5,3,2023-05-27,Cancelled,Debit Card
1024,1,3,2,2023-02-23,Cancelled,Debit Card
1025,872,6,8,2023-12-01,Returned,UPI
1026,494,5,7,2024-01-22,Shipped,Debit Card
1027,728,3,6,2024-06-27,Delivered,COD
1028,341,6,5,2024-12-29,Cancelled,Debit Card
1029,1148,4,8,2024-12-12,Returned,UPI
1030,1143,4,6,2023-07-02,Delivered,Credit Card
1031,955,6,6,2025-01-15,Shipped,COD
1032,1264,5,4,2024-01-27,Returned,COD
1033,22,2,8,2024-01-05,Processing,COD
1034,12,5,5,2023-12-03,Delivered,Credit Card
1035,520,5,1,2024-09-13,Returned,UPI
1036,1326,3,8,2024-02-12,Delivered,Credit Card
1037,562,6,1,2024-08-08,Delivered,Debit Card
1038,1245,6,8,2024-05-17,Cancelled,Debit Card
1039,1327,5,2,2023-02-09,Returned,UPI
1040,1256,6,3,2024-12-23,Cancelled,COD
1041,170,4,2,2023-02-27,Shipped,UPI
1042,644,1,5,2025-05-23,Cancelled,UPI
1043,682,6,6,2024-12-27,Cancelled,Credit Card
1044,1058,1,7,2024-03-02,Delivered,UPI
1045,396,5,3,2025-01-16,Returned,UPI
1046,354,4,1,2023-10-10,Processing,COD
1047,1411,5,7,2023-06-27,Delivered,Credit Card
1048,561,5,6,2023-05-01,Returned,Debit Card
1049,1164,6,2,2024-08-02,Shipped,UPI
1050,239,1,3,2025-01-17,Delivered,COD
1051,651,5,1,2025-02-24,Cancelled,UPI
1052,446,6,6,2024-04-16,Delivered,COD
1053,631,6,4,2025-02-04,Cancelled,Credit Card
1054,110,4,5,2023-07-02,Returned,COD
1055,1158,3,7,2023-08-20,Cancelled,Credit Card
1056,409,2,5,2023-09-23,Shipped,Credit Card
1057,190,4,6,2024-08-15,Returned,Credit Card
1058,1315,5,8,2025-04-29,Cancelled,UPI
1059,1199,4,3,2024-07-04,Processing,COD
1060,1439,4,6,2024-10-23,Returned,COD
1061,701,6,5,2023-04-03,Processing,COD
1062,529,2,8,2023-09-25,Delivered,UPI
1063,1059,6,3,2024-05-01,Cancelled,Debit Card
1064,1202,3,6,2024-07-31,Shipped,UPI
1065,661,6,2,2024-10-06,Returned,UPI
1066,326,4,8,2023-12-09,Returned,UPI
1067,384,3,5,2023-06-16,Shipped,COD
1068,45,4,8,2024-08-30,Processing,Debit Card
1069,1497,4,8,2025-05-04,Cancelled,Credit Card
1070,1482,3,6,2024-05-09,Shipped,Credit Card
1071,83,2,2,2024-03-07,Shipped,Credit Card
1072,1183,4,1,2023-06-17,Processing,COD
1073,616,5,4,2024-08-04,Cancelled,COD
1074,1359,3,1,2023-04-03,Returned,COD
1075,709,4,7,2023-06-19,Shipped,UPI
1076,1349,2,4,2023-06-26,Returned,Credit Card
1077,165,2,4,2025-05-28,Cancelled,Debit Card
1078,185,6,4,2023-06-07,Processing,Credit Card
1079,11,4,3,2023-12-19,Delivered,Debit Card
1080,1127,6,7,2024-12-16,Cancelled,Debit Card
1081,1369,4,8,2024-12-24,Cancelled,UPI
1082,794,2,6,2025-02-20,Cancelled,Debit Card
1083,670,3,7,2024-09-03,Shipped,UPI
1084,711,4,1,2023-08-16,Processing,COD
1085,482,3,6,2023-12-15,Processing,UPI
1086,1251,5,7,2023-03-21,Cancelled,COD
1087,1024,2,1,2023-08-05,Returned,Debit Card
1088,191,3,7,2024-10-31,Cancelled,Debit Card
1089,309,3,5,2024-02-01,Shipped,UPI
1090,535,4,3,2023-06-17,Shipped,UPI
1091,953,1,6,2024-12-03,Delivered,Debit Card
1092,26,2,6,2023-05-12,Processing,Debit Card
1093,1406,4,1,2024-05-12,Shipped,Debit Card
1094,112,3,7,2023-09-22,Delivered,Debit Card
1095,1029,3,8,2024-12-30,Returned,Credit Card
1096,229,2,7,2024-06-28,Shipped,UPI
1097,308,1,6,2024-12-25,Processing,Credit Card
1098,405,5,8,2024-03-21,Delivered,Debit Card
1099,577,1,2,2025-06-07,Shipped,Debit Card
1100,752,1,6,2023-09-16,Shipped,Credit Card
1101,1383,3,1,2024-07-09,Returned,COD
1102,601,3,7,2023-01-18,Shipped,Credit Card
1103,610,6,1,2024-09-02,Delivered,Credit Card
1104,1499,1,7,2023-09-12,Cancelled,UPI
1105,1096,1,3,2025-01-14,Cancelled,Debit Card
1106,883,3,6,2024-04-14,Processing,COD
1107,1073,5,8,2023-02-11,Delivered,Credit Card
1108,764,1,3,2024-09-15,Delivered,Debit Card
1109,1050,6,2,2023-12-12,Returned,Debit Card
1110,821,1,3,2025-02-03,Returned,UPI
1111,888,1,4,2024-08-07,Returned,Credit Card
1112,1261,5,4,2024-12-11,Delivered,Credit Card
1113,1175,4,4,2025-02-17,Shipped,Credit Card
1114,1411,2,5,2024-05-28,Delivered,Debit Card
1115,372,6,5,2023-10-07,Delivered,Debit Card
1116,425,1,7,2024-11-03,Cancelled,Credit Card
